300201,432301,583201,_id,year,month,day,date
26.6,27.5,27.8,5f58f72a00db8d380472b789,2012,9,29,2012-09-29T00:00:00.000Z
27.4,26.9,27.8,5f58f72a00db8d380472b78a,2012,9,30,2012-09-30T00:00:00.000Z
27.4,27.4,27.6,5f58f72a00db8d380472b78b,2012,10,1,2012-10-01T00:00:00.000Z
28.3,27.6,27.4,5f58f72a00db8d380472b78c,2012,10,2,2012-10-02T00:00:00.000Z
27.9,28.3,28.1,5f58f72a00db8d380472b78d,2012,10,3,2012-10-03T00:00:00.000Z
27.9,28.9,26.6,5f58f72a00db8d380472b78e,2012,10,4,2012-10-04T00:00:00.000Z
28.5,28.2,28.4,5f58f72a00db8d380472b78f,2012,10,5,2012-10-05T00:00:00.000Z
26.6,26.9,28.2,5f58f72a00db8d380472b790,2012,10,6,2012-10-06T00:00:00.000Z
27.9,25.6,26.8,5f58f72a00db8d380472b791,2012,10,7,2012-10-07T00:00:00.000Z
27.5,26.3,27.9,5f58f72a00db8d380472b792,2012,10,8,2012-10-08T00:00:00.000Z
27.1,26.8,27.8,5f58f72a00db8d380472b793,2012,10,9,2012-10-09T00:00:00.000Z
27.7,27.1,27.1,5f58f72a00db8d380472b794,2012,10,10,2012-10-10T00:00:00.000Z
26.9,27.2,27.4,5f58f72a00db8d380472b795,2012,10,11,2012-10-11T00:00:00.000Z
26.7,27.7,27.6,5f58f72a00db8d380472b796,2012,10,12,2012-10-12T00:00:00.000Z
27.5,27.8,27.6,5f58f72a00db8d380472b797,2012,10,13,2012-10-13T00:00:00.000Z
27.4,27.4,27,5f58f72a00db8d380472b798,2012,10,14,2012-10-14T00:00:00.000Z
26.5,27.6,27.1,5f58f72a00db8d380472b799,2012,10,15,2012-10-15T00:00:00.000Z
27,27.8,26.3,5f58f72a00db8d380472b79a,2012,10,16,2012-10-16T00:00:00.000Z
26.6,27.4,27.7,5f58f72a00db8d380472b79b,2012,10,17,2012-10-17T00:00:00.000Z
26.1,26.1,26.2,5f58f72a00db8d380472b79c,2012,10,18,2012-10-18T00:00:00.000Z
26.7,26.5,25.1,5f58f72a00db8d380472b79d,2012,10,19,2012-10-19T00:00:00.000Z
27.6,27.8,26,5f58f72a00db8d380472b79e,2012,10,20,2012-10-20T00:00:00.000Z
26.2,27.5,27,5f58f72a00db8d380472b79f,2012,10,21,2012-10-21T00:00:00.000Z
26.7,26.7,24.7,5f58f72a00db8d380472b7a0,2012,10,22,2012-10-22T00:00:00.000Z
25.4,26.2,25.3,5f58f72a00db8d380472b7a1,2012,10,23,2012-10-23T00:00:00.000Z
25.6,26.8,27,5f58f72a00db8d380472b7a2,2012,10,24,2012-10-24T00:00:00.000Z
26.8,27.5,27.2,5f58f72a00db8d380472b7a3,2012,10,25,2012-10-25T00:00:00.000Z
26.9,27.1,27.4,5f58f72a00db8d380472b7a4,2012,10,26,2012-10-26T00:00:00.000Z
25,27.1,27,5f58f72a00db8d380472b7a5,2012,10,27,2012-10-27T00:00:00.000Z
26.5,28.6,27.5,5f58f72a00db8d380472b7a6,2012,10,28,2012-10-28T00:00:00.000Z
25.8,28.4,28.4,5f58f72a00db8d380472b7a7,2012,10,29,2012-10-29T00:00:00.000Z
26.5,28.3,27.6,5f58f72a00db8d380472b7a8,2012,10,30,2012-10-30T00:00:00.000Z
27.1,26.5,26.6,5f58f72a00db8d380472b7a9,2012,10,31,2012-10-31T00:00:00.000Z
26.5,24.9,26.4,5f58f72a00db8d380472b7aa,2012,11,1,2012-11-01T00:00:00.000Z
26.5,25.6,27.1,5f58f72a00db8d380472b7ab,2012,11,2,2012-11-02T00:00:00.000Z
26.3,26.7,27.1,5f58f72a00db8d380472b7ac,2012,11,3,2012-11-03T00:00:00.000Z
26.9,26.6,26.9,5f58f72a00db8d380472b7ad,2012,11,4,2012-11-04T00:00:00.000Z
27.1,27.5,26.5,5f58f72a00db8d380472b7ae,2012,11,5,2012-11-05T00:00:00.000Z
27,27.6,27.2,5f58f72a00db8d380472b7af,2012,11,6,2012-11-06T00:00:00.000Z
26.3,27.7,27.4,5f58f72a00db8d380472b7b0,2012,11,7,2012-11-07T00:00:00.000Z
26,27.5,26.7,5f58f72a00db8d380472b7b1,2012,11,8,2012-11-08T00:00:00.000Z
26,28.9,27.6,5f58f72a00db8d380472b7b2,2012,11,9,2012-11-09T00:00:00.000Z
26.2,28.8,27.7,5f58f72a00db8d380472b7b3,2012,11,10,2012-11-10T00:00:00.000Z
25.6,27.1,26.8,5f58f72a00db8d380472b7b4,2012,11,11,2012-11-11T00:00:00.000Z
26.9,26.5,27.3,5f58f72a00db8d380472b7b5,2012,11,12,2012-11-12T00:00:00.000Z
25.5,27.3,27.9,5f58f72a00db8d380472b7b6,2012,11,13,2012-11-13T00:00:00.000Z
26.7,27.2,28.3,5f58f72a00db8d380472b7b7,2012,11,14,2012-11-14T00:00:00.000Z
26.8,27.4,28,5f58f72a00db8d380472b7b8,2012,11,15,2012-11-15T00:00:00.000Z
26.8,28.1,28,5f58f72a00db8d380472b7b9,2012,11,16,2012-11-16T00:00:00.000Z
26.4,25,28,5f58f72a00db8d380472b7ba,2012,11,17,2012-11-17T00:00:00.000Z
26.4,25.3,28.4,5f58f72a00db8d380472b7bb,2012,11,18,2012-11-18T00:00:00.000Z
26.3,27.2,27.1,5f58f72a00db8d380472b7bc,2012,11,19,2012-11-19T00:00:00.000Z
26.2,27.4,27,5f58f72a00db8d380472b7bd,2012,11,20,2012-11-20T00:00:00.000Z
26.2,28.5,26.1,5f58f72a00db8d380472b7be,2012,11,21,2012-11-21T00:00:00.000Z
27.1,28.6,27.5,5f58f72a00db8d380472b7bf,2012,11,22,2012-11-22T00:00:00.000Z
25.7,28,27.9,5f58f72a00db8d380472b7c0,2012,11,23,2012-11-23T00:00:00.000Z
25.5,26.8,25.6,5f58f72a00db8d380472b7c1,2012,11,24,2012-11-24T00:00:00.000Z
26.5,26,26.2,5f58f72a00db8d380472b7c2,2012,11,25,2012-11-25T00:00:00.000Z
25.9,27.4,26.4,5f58f72a00db8d380472b7c3,2012,11,26,2012-11-26T00:00:00.000Z
25.2,27,25.3,5f58f72a00db8d380472b7c4,2012,11,27,2012-11-27T00:00:00.000Z
25.2,26.6,27,5f58f72a00db8d380472b7c5,2012,11,28,2012-11-28T00:00:00.000Z
25.2,26.8,27.5,5f58f72a00db8d380472b7c6,2012,11,29,2012-11-29T00:00:00.000Z
25.2,27.5,26.4,5f58f72a00db8d380472b7c7,2012,11,30,2012-11-30T00:00:00.000Z
26.4,27,27.4,5f58f72a00db8d380472b7c8,2012,12,1,2012-12-01T00:00:00.000Z
25.8,26.9,26.5,5f58f72a00db8d380472b7c9,2012,12,2,2012-12-02T00:00:00.000Z
24.9,27.5,27.2,5f58f72a00db8d380472b7ca,2012,12,3,2012-12-03T00:00:00.000Z
25.3,27.1,27.4,5f58f72a00db8d380472b7cb,2012,12,4,2012-12-04T00:00:00.000Z
24.1,27,27.5,5f58f72a00db8d380472b7cc,2012,12,5,2012-12-05T00:00:00.000Z
22.2,25.4,27.1,5f58f72a00db8d380472b7cd,2012,12,6,2012-12-06T00:00:00.000Z
21.6,25.1,27.8,5f58f72a00db8d380472b7ce,2012,12,7,2012-12-07T00:00:00.000Z
21.1,25.2,27.6,5f58f72a00db8d380472b7cf,2012,12,8,2012-12-08T00:00:00.000Z
19.7,25.2,26.8,5f58f72a00db8d380472b7d0,2012,12,9,2012-12-09T00:00:00.000Z
19.9,25.5,26.7,5f58f72a00db8d380472b7d1,2012,12,10,2012-12-10T00:00:00.000Z
20.8,25.6,26.8,5f58f72a00db8d380472b7d2,2012,12,11,2012-12-11T00:00:00.000Z
21.5,24.4,26.7,5f58f72a00db8d380472b7d3,2012,12,12,2012-12-12T00:00:00.000Z
22.1,25.1,25.5,5f58f72a00db8d380472b7d4,2012,12,13,2012-12-13T00:00:00.000Z
21.7,26.2,25.9,5f58f72a00db8d380472b7d5,2012,12,14,2012-12-14T00:00:00.000Z
20.6,27.1,25,5f58f72a00db8d380472b7d6,2012,12,15,2012-12-15T00:00:00.000Z
20.7,27.5,24.5,5f58f72a00db8d380472b7d7,2012,12,16,2012-12-16T00:00:00.000Z
19.6,27.6,24.8,5f58f72a00db8d380472b7d8,2012,12,17,2012-12-17T00:00:00.000Z
19.5,27.6,26.5,5f58f72a00db8d380472b7d9,2012,12,18,2012-12-18T00:00:00.000Z
21.3,26.7,24.9,5f58f72a00db8d380472b7da,2012,12,19,2012-12-19T00:00:00.000Z
22.8,26,23.8,5f58f72a00db8d380472b7db,2012,12,20,2012-12-20T00:00:00.000Z
20.2,26.5,25.3,5f58f72a00db8d380472b7dc,2012,12,21,2012-12-21T00:00:00.000Z
18.8,25.7,25.2,5f58f72a00db8d380472b7dd,2012,12,22,2012-12-22T00:00:00.000Z
20,25.5,23.6,5f58f72a00db8d380472b7de,2012,12,23,2012-12-23T00:00:00.000Z
22.7,21.8,23.8,5f58f72a00db8d380472b7df,2012,12,24,2012-12-24T00:00:00.000Z
22.1,22.1,25.5,5f58f72a00db8d380472b7e0,2012,12,25,2012-12-25T00:00:00.000Z
22.7,24.2,25.1,5f58f72a00db8d380472b7e1,2012,12,26,2012-12-26T00:00:00.000Z
22,25.5,26.5,5f58f72a00db8d380472b7e2,2012,12,27,2012-12-27T00:00:00.000Z
21.3,26.2,26.8,5f58f72a00db8d380472b7e3,2012,12,28,2012-12-28T00:00:00.000Z
21.1,26.9,26.9,5f58f72a00db8d380472b7e4,2012,12,29,2012-12-29T00:00:00.000Z
21.4,25.4,26.9,5f58f72a00db8d380472b7e5,2012,12,30,2012-12-30T00:00:00.000Z
22.1,20.2,24,5f58f72a00db8d380472b7e6,2012,12,31,2012-12-31T00:00:00.000Z
24,20.8,23.9,5f58f72a00db8d380472b7e7,2013,1,1,2013-01-01T00:00:00.000Z
24.1,22.6,26.1,5f58f72a00db8d380472b7e8,2013,1,2,2013-01-02T00:00:00.000Z
23.6,23.5,24.7,5f58f72a00db8d380472b7e9,2013,1,3,2013-01-03T00:00:00.000Z
22.6,23.3,25.8,5f58f72a00db8d380472b7ea,2013,1,4,2013-01-04T00:00:00.000Z
22.3,22.4,26.5,5f58f72a00db8d380472b7eb,2013,1,5,2013-01-05T00:00:00.000Z
21.1,23.5,26.7,5f58f72a00db8d380472b7ec,2013,1,6,2013-01-06T00:00:00.000Z
21.3,23.9,27.1,5f58f72a00db8d380472b7ed,2013,1,7,2013-01-07T00:00:00.000Z
20.8,25.7,26.9,5f58f72a00db8d380472b7ee,2013,1,8,2013-01-08T00:00:00.000Z
18.8,25.2,25,5f58f72a00db8d380472b7ef,2013,1,9,2013-01-09T00:00:00.000Z
18.7,23.7,26.2,5f58f72a00db8d380472b7f0,2013,1,10,2013-01-10T00:00:00.000Z
18.6,23.4,27.5,5f58f72a00db8d380472b7f1,2013,1,11,2013-01-11T00:00:00.000Z
18.3,24.4,26.7,5f58f72a00db8d380472b7f2,2013,1,12,2013-01-12T00:00:00.000Z
18,24,26.4,5f58f72a00db8d380472b7f3,2013,1,13,2013-01-13T00:00:00.000Z
18.6,24.6,26.4,5f58f72a00db8d380472b7f4,2013,1,14,2013-01-14T00:00:00.000Z
19.5,24.8,26.5,5f58f72a00db8d380472b7f5,2013,1,15,2013-01-15T00:00:00.000Z
20.6,24.3,26.5,5f58f72a00db8d380472b7f6,2013,1,16,2013-01-16T00:00:00.000Z
20.3,22.5,26.2,5f58f72a00db8d380472b7f7,2013,1,17,2013-01-17T00:00:00.000Z
21.2,22.9,24.8,5f58f72a00db8d380472b7f8,2013,1,18,2013-01-18T00:00:00.000Z
21.2,21.4,25.5,5f58f72a00db8d380472b7f9,2013,1,19,2013-01-19T00:00:00.000Z
21.5,22,26.2,5f58f72a00db8d380472b7fa,2013,1,20,2013-01-20T00:00:00.000Z
20.5,23.6,25.5,5f58f72a00db8d380472b7fb,2013,1,21,2013-01-21T00:00:00.000Z
21,24.7,24.4,5f58f72a00db8d380472b7fc,2013,1,22,2013-01-22T00:00:00.000Z
21.5,25.4,26.6,5f58f72a00db8d380472b7fd,2013,1,23,2013-01-23T00:00:00.000Z
20.7,26.7,26.7,5f58f72a00db8d380472b7fe,2013,1,24,2013-01-24T00:00:00.000Z
20.3,26.4,26.2,5f58f72a00db8d380472b7ff,2013,1,25,2013-01-25T00:00:00.000Z
19.5,26.7,26.1,5f58f72a00db8d380472b800,2013,1,26,2013-01-26T00:00:00.000Z
19.5,27.5,25.9,5f58f72a00db8d380472b801,2013,1,27,2013-01-27T00:00:00.000Z
19.5,22.6,26.5,5f58f72a00db8d380472b802,2013,1,28,2013-01-28T00:00:00.000Z
21.2,23.7,26.3,5f58f72a00db8d380472b803,2013,1,29,2013-01-29T00:00:00.000Z
21.4,25.3,26.6,5f58f72a00db8d380472b804,2013,1,30,2013-01-30T00:00:00.000Z
21.8,26.1,26.8,5f58f72a00db8d380472b805,2013,1,31,2013-01-31T00:00:00.000Z
22,25.7,27.7,5f58f72a00db8d380472b806,2013,2,1,2013-02-01T00:00:00.000Z
21.7,26.1,26.6,5f58f72a00db8d380472b807,2013,2,2,2013-02-02T00:00:00.000Z
23.3,25.5,26.7,5f58f72a00db8d380472b808,2013,2,3,2013-02-03T00:00:00.000Z
24.2,27.3,27.9,5f58f72a00db8d380472b809,2013,2,4,2013-02-04T00:00:00.000Z
23,27.7,27.7,5f58f72a00db8d380472b80a,2013,2,5,2013-02-05T00:00:00.000Z
22,27.9,26.7,5f58f72a00db8d380472b80b,2013,2,6,2013-02-06T00:00:00.000Z
21.5,28.1,26.4,5f58f72a00db8d380472b80c,2013,2,7,2013-02-07T00:00:00.000Z
22.6,29.6,27.3,5f58f72a00db8d380472b80d,2013,2,8,2013-02-08T00:00:00.000Z
23.2,27.9,26.8,5f58f72a00db8d380472b80e,2013,2,9,2013-02-09T00:00:00.000Z
25,26.4,26.6,5f58f72a00db8d380472b80f,2013,2,10,2013-02-10T00:00:00.000Z
25.9,26.9,26.7,5f58f72a00db8d380472b810,2013,2,11,2013-02-11T00:00:00.000Z
25.7,26.9,24.7,5f58f72a00db8d380472b811,2013,2,12,2013-02-12T00:00:00.000Z
26.5,25.9,26.2,5f58f72a00db8d380472b812,2013,2,13,2013-02-13T00:00:00.000Z
27,26.3,27.5,5f58f72a00db8d380472b813,2013,2,14,2013-02-14T00:00:00.000Z
26.7,27.7,26.7,5f58f72a00db8d380472b814,2013,2,15,2013-02-15T00:00:00.000Z
27.2,27.9,26.5,5f58f72a00db8d380472b815,2013,2,16,2013-02-16T00:00:00.000Z
26,28.1,27.1,5f58f72a00db8d380472b816,2013,2,17,2013-02-17T00:00:00.000Z
26.4,26.4,27,5f58f72a00db8d380472b817,2013,2,18,2013-02-18T00:00:00.000Z
24.5,26.9,26.3,5f58f72a00db8d380472b818,2013,2,19,2013-02-19T00:00:00.000Z
25.1,27.6,26.9,5f58f72a00db8d380472b819,2013,2,20,2013-02-20T00:00:00.000Z
26,26.4,26.9,5f58f72a00db8d380472b81a,2013,2,21,2013-02-21T00:00:00.000Z
26.2,25.9,26.2,5f58f72a00db8d380472b81b,2013,2,22,2013-02-22T00:00:00.000Z
26.6,24.9,25.7,5f58f72a00db8d380472b81c,2013,2,23,2013-02-23T00:00:00.000Z
26.5,25.2,25.2,5f58f72a00db8d380472b81d,2013,2,24,2013-02-24T00:00:00.000Z
27.3,28.2,25.1,5f58f72a00db8d380472b81e,2013,2,25,2013-02-25T00:00:00.000Z
27.3,28.3,23.5,5f58f72a00db8d380472b81f,2013,2,26,2013-02-26T00:00:00.000Z
25.7,28.3,25.2,5f58f72a00db8d380472b820,2013,2,27,2013-02-27T00:00:00.000Z
23.9,29.9,26.8,5f58f72a00db8d380472b821,2013,2,28,2013-02-28T00:00:00.000Z
24,31.5,27.1,5f58f72a00db8d380472b822,2013,3,1,2013-03-01T00:00:00.000Z
26.1,30.2,27.2,5f58f72a00db8d380472b823,2013,3,2,2013-03-02T00:00:00.000Z
28.7,27.9,27.5,5f58f72a00db8d380472b824,2013,3,3,2013-03-03T00:00:00.000Z
26.5,22.9,27.9,5f58f72a00db8d380472b825,2013,3,4,2013-03-04T00:00:00.000Z
26.2,24,27.2,5f58f72a00db8d380472b826,2013,3,5,2013-03-05T00:00:00.000Z
27.7,25.3,26.9,5f58f72a00db8d380472b827,2013,3,6,2013-03-06T00:00:00.000Z
28,27.4,26.6,5f58f72a00db8d380472b828,2013,3,7,2013-03-07T00:00:00.000Z
27.6,28.7,27.2,5f58f72a00db8d380472b829,2013,3,8,2013-03-08T00:00:00.000Z
26.7,30.1,26.9,5f58f72a00db8d380472b82a,2013,3,9,2013-03-09T00:00:00.000Z
24.8,30.7,27.2,5f58f72a00db8d380472b82b,2013,3,10,2013-03-10T00:00:00.000Z
24.2,30.3,27,5f58f72a00db8d380472b82c,2013,3,11,2013-03-11T00:00:00.000Z
23.8,29.4,26.8,5f58f72a00db8d380472b82d,2013,3,12,2013-03-12T00:00:00.000Z
24.8,29.4,27.7,5f58f72a00db8d380472b82e,2013,3,13,2013-03-13T00:00:00.000Z
25.1,30.2,26.8,5f58f72a00db8d380472b82f,2013,3,14,2013-03-14T00:00:00.000Z
25.6,28.7,27.7,5f58f72a00db8d380472b830,2013,3,15,2013-03-15T00:00:00.000Z
26.6,29.7,27.7,5f58f72a00db8d380472b831,2013,3,16,2013-03-16T00:00:00.000Z
26.6,30.8,27.6,5f58f72a00db8d380472b832,2013,3,17,2013-03-17T00:00:00.000Z
27.3,31.7,27.6,5f58f72a00db8d380472b833,2013,3,18,2013-03-18T00:00:00.000Z
27.3,32,27.2,5f58f72a00db8d380472b834,2013,3,19,2013-03-19T00:00:00.000Z
24.2,31.5,27.8,5f58f72a00db8d380472b835,2013,3,20,2013-03-20T00:00:00.000Z
24.2,31.3,27.9,5f58f72a00db8d380472b836,2013,3,21,2013-03-21T00:00:00.000Z
24.7,31.3,28,5f58f72a00db8d380472b837,2013,3,22,2013-03-22T00:00:00.000Z
25.6,30.3,28.4,5f58f72a00db8d380472b838,2013,3,23,2013-03-23T00:00:00.000Z
25.6,31.9,28,5f58f72a00db8d380472b839,2013,3,24,2013-03-24T00:00:00.000Z
26.4,32.5,28.1,5f58f72a00db8d380472b83a,2013,3,25,2013-03-25T00:00:00.000Z
28,31.4,28.6,5f58f72a00db8d380472b83b,2013,3,26,2013-03-26T00:00:00.000Z
28.8,30.8,29.1,5f58f72a00db8d380472b83c,2013,3,27,2013-03-27T00:00:00.000Z
28.6,32,28.9,5f58f72a00db8d380472b83d,2013,3,28,2013-03-28T00:00:00.000Z
30,32.5,28.9,5f58f72a00db8d380472b83e,2013,3,29,2013-03-29T00:00:00.000Z
30.6,33.6,29.1,5f58f72a00db8d380472b83f,2013,3,30,2013-03-30T00:00:00.000Z
29.8,35.2,29,5f58f72a00db8d380472b840,2013,3,31,2013-03-31T00:00:00.000Z
30.2,30.4,29.2,5f58f72a00db8d380472b841,2013,4,1,2013-04-01T00:00:00.000Z
31,30.3,29.6,5f58f72a00db8d380472b842,2013,4,2,2013-04-02T00:00:00.000Z
30.6,32.1,29.4,5f58f72a00db8d380472b843,2013,4,3,2013-04-03T00:00:00.000Z
30.8,33.4,29.6,5f58f72a00db8d380472b844,2013,4,4,2013-04-04T00:00:00.000Z
32.1,32.9,30.1,5f58f72a00db8d380472b845,2013,4,5,2013-04-05T00:00:00.000Z
30.4,32.4,30,5f58f72a00db8d380472b846,2013,4,6,2013-04-06T00:00:00.000Z
30,30.4,29.9,5f58f72a00db8d380472b847,2013,4,7,2013-04-07T00:00:00.000Z
31.8,31.2,30.2,5f58f72a00db8d380472b848,2013,4,8,2013-04-08T00:00:00.000Z
30.4,32.2,29.2,5f58f72a00db8d380472b849,2013,4,9,2013-04-09T00:00:00.000Z
31.4,31.7,27.3,5f58f72a00db8d380472b84a,2013,4,10,2013-04-10T00:00:00.000Z
31.9,30.5,27,5f58f72a00db8d380472b84b,2013,4,11,2013-04-11T00:00:00.000Z
31.2,29.8,25.4,5f58f72a00db8d380472b84c,2013,4,12,2013-04-12T00:00:00.000Z
30.7,29.7,26.3,5f58f72a00db8d380472b84d,2013,4,13,2013-04-13T00:00:00.000Z
32,31.9,26.9,5f58f72a00db8d380472b84e,2013,4,14,2013-04-14T00:00:00.000Z
32.7,30,27.6,5f58f72a00db8d380472b84f,2013,4,15,2013-04-15T00:00:00.000Z
32.6,28,27.5,5f58f72a00db8d380472b850,2013,4,16,2013-04-16T00:00:00.000Z
31.6,28.4,26,5f58f72a00db8d380472b851,2013,4,17,2013-04-17T00:00:00.000Z
31.5,29.9,27.3,5f58f72a00db8d380472b852,2013,4,18,2013-04-18T00:00:00.000Z
31.8,32.3,28.5,5f58f72a00db8d380472b853,2013,4,19,2013-04-19T00:00:00.000Z
31.8,32,29,5f58f72a00db8d380472b854,2013,4,20,2013-04-20T00:00:00.000Z
33.3,29.3,28.3,5f58f72a00db8d380472b855,2013,4,21,2013-04-21T00:00:00.000Z
27.5,29.7,28.1,5f58f72a00db8d380472b856,2013,4,22,2013-04-22T00:00:00.000Z
30.4,29.3,28.8,5f58f72a00db8d380472b857,2013,4,23,2013-04-23T00:00:00.000Z
32,30,28.8,5f58f72a00db8d380472b858,2013,4,24,2013-04-24T00:00:00.000Z
33.5,29,28.7,5f58f72a00db8d380472b859,2013,4,25,2013-04-25T00:00:00.000Z
33.4,28.8,28.7,5f58f72a00db8d380472b85a,2013,4,26,2013-04-26T00:00:00.000Z
33.3,28.9,28.3,5f58f72a00db8d380472b85b,2013,4,27,2013-04-27T00:00:00.000Z
33,30.6,28.3,5f58f72a00db8d380472b85c,2013,4,28,2013-04-28T00:00:00.000Z
30,31,29.1,5f58f72a00db8d380472b85d,2013,4,29,2013-04-29T00:00:00.000Z
29.9,31.4,28.7,5f58f72a00db8d380472b85e,2013,4,30,2013-04-30T00:00:00.000Z
30.7,30.7,27.5,5f58f72a00db8d380472b85f,2013,5,1,2013-05-01T00:00:00.000Z
30.5,30.8,28.2,5f58f72a00db8d380472b860,2013,5,2,2013-05-02T00:00:00.000Z
27.7,31.2,28,5f58f72a00db8d380472b861,2013,5,3,2013-05-03T00:00:00.000Z
26.1,28.7,29,5f58f72a00db8d380472b862,2013,5,4,2013-05-04T00:00:00.000Z
27.1,29.2,28.9,5f58f72a00db8d380472b863,2013,5,5,2013-05-05T00:00:00.000Z
27.7,30,27.6,5f58f72a00db8d380472b864,2013,5,6,2013-05-06T00:00:00.000Z
26.5,29.5,28.2,5f58f72a00db8d380472b865,2013,5,7,2013-05-07T00:00:00.000Z
29.3,29.3,29.2,5f58f72a00db8d380472b866,2013,5,8,2013-05-08T00:00:00.000Z
30.3,30.6,29.4,5f58f72a00db8d380472b867,2013,5,9,2013-05-09T00:00:00.000Z
29.4,30.9,28.5,5f58f72a00db8d380472b868,2013,5,10,2013-05-10T00:00:00.000Z
28.8,31.5,28.5,5f58f72a00db8d380472b869,2013,5,11,2013-05-11T00:00:00.000Z
28.9,29,29.3,5f58f72a00db8d380472b86a,2013,5,12,2013-05-12T00:00:00.000Z
31.6,30.7,29.5,5f58f72a00db8d380472b86b,2013,5,13,2013-05-13T00:00:00.000Z
30.4,31.8,29.1,5f58f72a00db8d380472b86c,2013,5,14,2013-05-14T00:00:00.000Z
29.6,32.3,27.3,5f58f72a00db8d380472b86d,2013,5,15,2013-05-15T00:00:00.000Z
30.9,31.6,28.6,5f58f72a00db8d380472b86e,2013,5,16,2013-05-16T00:00:00.000Z
29.9,29.3,28.6,5f58f72a00db8d380472b86f,2013,5,17,2013-05-17T00:00:00.000Z
30.7,26.7,27.9,5f58f72a00db8d380472b870,2013,5,18,2013-05-18T00:00:00.000Z
29.2,28.1,28.6,5f58f72a00db8d380472b871,2013,5,19,2013-05-19T00:00:00.000Z
29.2,28.2,28.5,5f58f72a00db8d380472b872,2013,5,20,2013-05-20T00:00:00.000Z
28.6,29.6,30.2,5f58f72a00db8d380472b873,2013,5,21,2013-05-21T00:00:00.000Z
30.7,29.6,29.4,5f58f72a00db8d380472b874,2013,5,22,2013-05-22T00:00:00.000Z
29.4,28.3,28.9,5f58f72a00db8d380472b875,2013,5,23,2013-05-23T00:00:00.000Z
28.2,28.4,27.2,5f58f72a00db8d380472b876,2013,5,24,2013-05-24T00:00:00.000Z
27.8,28.1,28.2,5f58f72a00db8d380472b877,2013,5,25,2013-05-25T00:00:00.000Z
28.7,29.1,27.9,5f58f72a00db8d380472b878,2013,5,26,2013-05-26T00:00:00.000Z
29.4,29.8,28.6,5f58f72a00db8d380472b879,2013,5,27,2013-05-27T00:00:00.000Z
29.9,31.1,28.2,5f58f72a00db8d380472b87a,2013,5,28,2013-05-28T00:00:00.000Z
30.7,29.7,28.6,5f58f72a00db8d380472b87b,2013,5,29,2013-05-29T00:00:00.000Z
30.3,28.5,27.1,5f58f72a00db8d380472b87c,2013,5,30,2013-05-30T00:00:00.000Z
30.2,29.2,28,5f58f72a00db8d380472b87d,2013,5,31,2013-05-31T00:00:00.000Z
29.1,28.8,27.8,5f58f72a00db8d380472b87e,2013,6,1,2013-06-01T00:00:00.000Z
29.3,27.9,28.2,5f58f72a00db8d380472b87f,2013,6,2,2013-06-02T00:00:00.000Z
28.3,28.6,28.7,5f58f72a00db8d380472b880,2013,6,3,2013-06-03T00:00:00.000Z
27.6,28.1,28.2,5f58f72a00db8d380472b881,2013,6,4,2013-06-04T00:00:00.000Z
26.7,27.9,27.8,5f58f72a00db8d380472b882,2013,6,5,2013-06-05T00:00:00.000Z
27.5,27.4,26.7,5f58f72a00db8d380472b883,2013,6,6,2013-06-06T00:00:00.000Z
28,29.3,29.2,5f58f72a00db8d380472b884,2013,6,7,2013-06-07T00:00:00.000Z
28.9,29.8,29.5,5f58f72a00db8d380472b885,2013,6,8,2013-06-08T00:00:00.000Z
28.4,30.5,28.7,5f58f72a00db8d380472b886,2013,6,9,2013-06-09T00:00:00.000Z
28.6,31,29.8,5f58f72a00db8d380472b887,2013,6,10,2013-06-10T00:00:00.000Z
27.6,28.1,29.4,5f58f72a00db8d380472b888,2013,6,11,2013-06-11T00:00:00.000Z
27.5,27.2,29,5f58f72a00db8d380472b889,2013,6,12,2013-06-12T00:00:00.000Z
29.1,27.5,27.3,5f58f72a00db8d380472b88a,2013,6,13,2013-06-13T00:00:00.000Z
29.8,28.8,28.5,5f58f72a00db8d380472b88b,2013,6,14,2013-06-14T00:00:00.000Z
31.2,29,27.9,5f58f72a00db8d380472b88c,2013,6,15,2013-06-15T00:00:00.000Z
30.8,29.3,27,5f58f72a00db8d380472b88d,2013,6,16,2013-06-16T00:00:00.000Z
30,29.2,29.2,5f58f72a00db8d380472b88e,2013,6,17,2013-06-17T00:00:00.000Z
30.1,29.5,29,5f58f72a00db8d380472b88f,2013,6,18,2013-06-18T00:00:00.000Z
28.7,30,30,5f58f72a00db8d380472b890,2013,6,19,2013-06-19T00:00:00.000Z
29.1,30.3,28.4,5f58f72a00db8d380472b891,2013,6,20,2013-06-20T00:00:00.000Z
28.2,29.7,28.5,5f58f72a00db8d380472b892,2013,6,21,2013-06-21T00:00:00.000Z
29.1,27.3,28.4,5f58f72a00db8d380472b893,2013,6,22,2013-06-22T00:00:00.000Z
28.6,26.9,29,5f58f72a00db8d380472b894,2013,6,23,2013-06-23T00:00:00.000Z
27.5,27.6,29.5,5f58f72a00db8d380472b895,2013,6,24,2013-06-24T00:00:00.000Z
27.2,28,29.1,5f58f72a00db8d380472b896,2013,6,25,2013-06-25T00:00:00.000Z
26.8,28.3,26.8,5f58f72a00db8d380472b897,2013,6,26,2013-06-26T00:00:00.000Z
26.6,28.5,27.1,5f58f72a00db8d380472b898,2013,6,27,2013-06-27T00:00:00.000Z
